Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V41	22	3	0	12	18	20	0	29	0	18	0	0	40	0
V42	110	14	7	10	41	18	0	43	85	0	14	1	3	0
V43	59	68	104	7	28	8	32	58	5	8	44	81	9	2
V44	37	58	16	26	37	44	0	53	42	0	21	4	50	0
V45	12	10	3	11	0	17	8	0	8	9	0	0	0	7
V46	0	36	31	0	0	0	44	0	0	0	0	22	0	0
V47	88	30	31	17	26	25	23	26	62	0	12	0	29	27
V48	0	0	5	17	72	11	1	5	6	0	35	18	23	0
V49	521	31	16	17	4	0	26	75	11	10	10	1	15	0
V50	66	0	0	0	1	0	1	3	3	0	0	0	1	9
V51	21	71	53	3	0	0	14	6	6	0	0	2	7	8
V52	8	2	18	46	19	14	12	92	18	20	0	0	0	0
V53	130	0	0	30	0	13	5	3	7	25	1	1	0	28
V54	10	104	0	90	0	40	0	0	0	139	0	0	0	0
V55	246	0	3	6	121	1	12	0	0	2	19	2	24	0
V56	8	192	0	17	1	4	3	0	1	29	0	0	7	3
V57	34	41	83	9	24	0	21	40	24	18	6	9	20	0
V58	46	69	0	38	2	50	0	0	0	68	0	10	1	0
V59	4	0	48	12	3	3	67	30	51	42	3	0	0	8
V60	55	0	4	118	1	48	8	21	1	69	0	0	0	0
V61	2	51	18	1	27	2	3	102	20	0	14	21	5	3
V62	81	47	21	17	5	0	20	20	8	2	2	11	9	18
V63	48	47	9	9	39	3	24	8	6	0	5	24	0	1
V64	82	0	96	0	1	6	20	2	2	1	0	1	5	8
V65	1	371	14	0	7	3	6	0	0	3	0	11	8	6
V66	6	181	2	0	24	0	4	18	37	0	3	7	31	0
V67	4	142	1	0	88	1	2	10	13	0	0	21	12	0
V68	32	0	0	11	2	43	5	0	0	74	0	0	0	0
V69	66	49	42	0	72	0	30	0	0	0	39	55	41	0
V70	53	130	2	0	3	0	2	0	0	2	0	39	1	11
V71	7	5	31	4	56	0	40	23	80	9	83	49	10	0
V72	130	0	0	13	0	8	1	8	8	22	0	2	0	21
V73	18	73	12	41	6	27	9	0	0	55	0	0	0	0
V74	37	7	6	4	49	4	18	0	0	0	54	33	16	0
V75	84	65	12	1	0	0	3	40	14	0	0	5	0	21
V76	45	6	75	1	4	0	65	0	0	0	4	4	0	0
V77	61	0	2	6	28	10	3	13	12	3	9	24	2	2
V78	12	21	13	0	3	0	12	0	0	0	6	0	1	1
V79	38	43	60	0	36	0	90	0	0	0	111	0	1	4
V80	3	22	1	6	34	2	5	0	2	10	0	5	8	0
V81	87	0	1	22	1	5	5	65	58	30	0	0	0	1
V82	7	4	16	4	7	0	12	11	4	0	1	2	1	1
V83	38	2	0	31	0	28	4	13	0	13	5	0	0	0
V84	58	0	73	11	0	58	5	43	22	24	0	0	16	4
V85	265	35	34	10	15	9	12	4	6	0	5	8	8	23
V86	63	197	2	27	68	26	9	60	41	11	18	16	28	11
V87	93	170	84	0	11	3	36	0	0	13	0	12	1	15
V88	4	15	15	87	18	41	40	4	35	84	0	0	2	0
V89	25	0	1	22	22	17	0	0	3	0	37	7	14	0
V90	43	3	144	1	27	11	37	7	32	0	13	19	3	0
V91	19	7	39	0	0	0	36	3	10	0	9	0	0	3
V92	147	0	46	12	27	6	21	7	17	6	12	0	5	15
V93	1	0	124	15	62	5	21	5	24	6	55	26	26	0
V94	76	18	10	2	0	0	24	1	0	3	0	3	6	12
V95	36	152	1	81	1	77	3	5	22	0	0	1	25	0
V96	61	75	6	5	34	0	7	35	9	4	15	10	26	0
V97	30	3	99	10	6	15	21	14	24	0	0	0	5	13
V98	8	39	7	5	97	6	7	50	35	7	23	32	22	0
V99	0	176	4	0	4	0	2	18	27	1	0	10	14	0
V100	3	46	23	12	3	22	4	89	52	0	2	6	6	0
