Samples	ID83A	ID83B	ID83C	ID83D
V62	3.79E+00	4.23E+00	3.04E+00	6.57E+00
V63	1.36E+01	1.21E+01	3.76E+00	1.19E+01
V64	1.23E+01	5.54E-01	1.38E+00	1.13E+01
V65	3.13E+00	3.49E+00	3.17E+01	3.41E+01
V66	1.02E+01	0.00E+00	2.38E+00	9.28E+00
V67	5.71E+00	2.62E+00	4.03E+00	6.88E+00
V68	1.51E+00	2.32E+00	1.71E+00	1.74E+00
V69	2.54E+00	2.41E+00	1.29E+01	1.32E+01
V70	3.15E+01	2.81E+01	1.86E+00	2.48E+01
V71	7.59E+00	5.66E+00	0.00E+00	6.83E+00
V72	5.02E+00	5.02E+00	1.88E+01	1.72E+01
V73	2.01E+01	3.66E+00	1.21E+00	2.26E+01
V74	1.38E+00	5.42E-01	6.83E+00	7.30E+00
V75	9.98E-01	3.56E+00	9.62E+00	1.02E+01
V76	2.11E+00	4.47E+00	2.81E+00	4.18E+00
V77	9.22E+00	7.84E+00	2.68E+00	5.75E+00
V78	5.12E+00	2.67E+00	9.43E-01	5.87E+00
V79	1.47E+00	2.49E+00	1.82E+00	6.53E-01
V80	6.57E+00	7.47E+00	3.74E+00	6.14E+00
V81	5.02E+00	6.76E+00	5.85E+00	7.18E+00
V82	6.28E+00	8.28E+00	6.99E+00	1.64E+01
V83	2.10E+00	3.18E+00	5.65E+00	5.53E+00
V84	1.50E+00	1.93E+00	9.52E-01	8.09E-01
V85	1.44E+01	1.23E+01	2.39E+00	1.29E+01
V86	1.73E+00	1.83E+00	8.46E-01	1.53E+00
V87	2.45E+00	1.20E+00	3.43E+00	4.22E+00
V88	3.25E+00	3.38E+00	2.10E+00	1.07E+00
V89	4.69E+00	7.62E+00	3.91E+01	4.83E+01
V90	8.98E+00	5.91E+00	1.85E+00	8.64E+00
V91	2.88E+00	2.36E+00	1.62E+00	3.47E+00
V92	5.37E+00	3.30E+00	5.03E+00	5.13E+00
V93	4.86E+00	3.08E+00	2.18E+01	2.78E+01
V94	9.76E+00	8.95E+00	1.56E+01	1.72E+01
V95	1.77E+00	4.70E+00	2.04E+01	2.43E+01
V96	3.38E+00	3.90E+00	1.86E+01	2.07E+01
V97	1.41E+00	1.91E+00	1.28E+00	1.10E+00
V98	5.42E+00	7.23E+00	3.06E+00	3.27E+00
V99	2.55E+00	9.55E-01	5.05E+00	4.31E+00
V100	2.12E+00	2.05E+00	3.00E-01	1.73E+00
