Samples	ID83A	ID83B	ID83C	ID83D
V82	4.19E+00	6.67E+00	4.42E-01	7.19E+00
V83	1.90E+00	0.00E+00	6.71E-01	1.57E+00
V84	2.65E+00	0.00E+00	1.29E+00	2.12E+00
V85	1.97E+00	8.16E-01	1.37E+00	1.66E+00
V86	1.04E+00	3.59E-01	1.13E+00	1.09E+00
V87	5.96E+00	4.66E+00	7.31E-01	4.92E+00
V88	9.55E-01	0.00E+00	6.37E-01	1.41E+00
V89	0.00E+00	1.41E+00	0.00E+00	1.41E+00
V90	9.98E-01	3.05E+00	2.38E+00	1.23E+00
V91	2.64E+00	2.64E+00	0.00E+00	0.00E+00
V92	3.69E+00	1.89E+00	2.57E+00	2.28E+00
V93	2.17E+00	1.54E+00	8.67E-01	1.57E+00
V94	2.63E+00	0.00E+00	4.12E+00	3.35E+00
V95	1.72E+00	4.99E-01	5.47E-01	1.59E+00
V96	0.00E+00	1.19E+00	8.44E-01	1.69E+00
V97	1.57E+00	8.95E-01	7.12E-01	9.55E-01
V98	8.39E+00	0.00E+00	5.29E+00	7.37E+00
V99	4.47E+00	2.27E+00	2.24E+00	5.59E+00
V100	1.47E+01	1.70E+01	1.30E+00	1.99E+01
