Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V42	40	9	0	53	2	2	25	0	7	4	0	0	0	0
V43	0	291	2	8	3	26	49	0	30	22	0	67	0	4
V44	0	3	47	0	20	0	30	40	1	24	0	0	0	16
V45	0	18	26	37	0	0	0	43	4	3	23	0	6	0
V46	16	54	0	101	38	32	6	0	9	3	9	0	37	22
V47	13	100	3	0	36	7	1	5	45	16	0	0	0	7
V48	3	2	78	57	18	19	2	21	0	5	10	0	0	4
V49	70	447	1	4	7	12	17	0	40	23	0	5	0	7
V50	5	94	39	39	2	1	5	23	22	10	0	0	2	0
V51	19	4	29	9	7	15	76	13	2	28	0	5	9	0
V52	130	15	73	6	0	0	8	65	16	0	0	0	9	4
V53	0	0	95	56	220	98	46	82	2	10	0	0	0	34
V54	92	9	0	144	0	0	0	0	0	17	0	0	41	0
V55	6	47	35	0	14	3	2	27	7	0	16	0	0	0
V56	135	0	9	49	0	0	21	0	0	47	44	4	11	0
V57	52	11	2	64	2	1	13	0	13	0	0	2	12	12
V58	53	206	23	32	7	0	36	15	53	22	0	0	0	69
V59	6	0	71	28	43	24	26	60	0	31	0	55	0	0
V60	64	62	5	14	156	16	0	1	13	29	0	1	10	3
V61	0	10	44	153	4	2	0	104	4	0	50	0	0	0
V62	88	92	20	66	10	7	10	37	16	7	0	7	32	7
V63	16	15	18	0	0	0	12	27	0	14	0	0	7	4
V64	97	53	20	0	0	0	47	17	12	18	0	0	0	6
V65	433	33	46	0	52	67	8	20	2	0	11	64	12	0
V66	84	36	35	0	16	21	19	10	7	2	4	0	14	0
V67	20	5	23	2	101	52	15	24	3	11	0	43	0	0
V68	0	27	9	16	5	0	4	4	9	5	0	2	3	1
V69	22	31	1	0	13	63	36	0	2	19	0	0	0	0
V70	101	2	8	4	1	0	0	0	1	1	0	0	14	4
V71	0	1	2	27	4	6	3	0	0	0	2	3	6	0
V72	12	6	0	196	16	10	26	0	5	21	6	8	41	0
V73	1	0	4	113	1	10	81	2	0	28	0	19	14	0
V74	52	95	22	35	3	4	1	11	10	4	27	21	17	0
V75	8	33	94	9	0	8	7	27	4	0	3	10	0	0
V76	10	13	1	6	0	0	17	0	1	17	0	6	0	3
V77	0	43	1	11	69	147	42	0	16	8	0	6	3	2
V78	37	116	5	16	36	9	4	0	15	19	37	27	0	0
V79	137	6	1	90	0	0	3	0	1	4	1	0	17	2
V80	18	135	104	60	0	1	2	71	21	12	0	8	8	11
V81	0	104	26	1	57	10	2	7	28	1	46	3	0	0
V82	35	3	1	13	3	0	5	0	1	1	3	0	7	0
V83	0	61	0	130	71	5	11	0	47	4	0	25	11	2
V84	20	0	19	6	0	0	2	15	0	1	0	7	4	0
V85	8	9	0	94	0	0	4	2	0	0	0	0	1	0
V86	50	59	21	58	8	17	9	7	29	3	0	2	2	0
V87	564	2	25	0	19	19	11	28	0	26	0	7	36	39
V88	7	12	18	13	17	12	1	8	3	10	0	0	0	8
V89	5	27	2	5	79	103	0	0	19	0	0	17	0	5
V90	77	76	129	0	41	22	9	49	37	7	5	0	35	38
V91	4	36	22	7	7	5	5	15	1	6	0	0	0	5
V92	20	14	4	0	14	4	103	0	0	90	42	50	0	0
V93	286	2	0	19	0	0	1	0	4	13	0	55	0	0
V94	14	15	43	136	1	2	3	35	2	11	0	0	0	34
V95	1	0	12	114	0	3	1	6	0	0	0	8	0	0
V96	193	28	41	5	27	98	17	49	35	16	0	4	5	0
V97	28	5	15	14	28	9	25	1	0	38	0	40	0	28
V98	9	24	11	4	24	75	57	5	16	0	0	43	0	0
V99	15	11	261	6	35	35	46	28	10	24	0	22	0	8
V100	17	2	0	3	16	11	1	1	3	3	0	0	0	0
