Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V53	185	122	15	0	55	22	0	72	12	0	0	0	13
V54	0	96	13	49	40	26	59	26	0	61	12	0	37
V55	16	29	29	6	8	1	4	0	0	0	0	0	0
V56	80	103	16	5	6	0	17	66	0	16	0	0	0
V57	0	17	68	14	3	40	0	4	18	25	37	9	0
V58	46	38	37	0	26	9	0	8	29	5	0	0	0
V59	85	45	70	0	0	0	0	23	47	0	0	0	0
V60	3	168	96	16	0	117	0	59	0	0	0	0	16
V61	0	55	12	124	0	65	0	12	33	9	0	14	0
V62	31	1	15	38	78	20	31	0	40	10	0	0	9
V63	34	4	40	0	5	0	0	0	18	5	0	0	0
V64	58	16	46	0	0	5	1	3	27	9	0	0	0
V65	22	98	138	58	0	1	0	32	57	22	1	1	0
V66	7	14	4	49	71	34	0	1	0	7	0	0	0
V67	19	21	7	83	22	42	65	0	46	8	26	13	0
V68	189	211	17	0	0	62	0	20	11	0	0	3	0
V69	1	9	4	8	7	15	19	13	0	0	6	2	0
V70	85	57	5	9	3	140	0	5	3	18	0	0	1
V71	0	0	17	3	0	69	93	1	23	11	0	0	11
V72	74	7	7	0	7	13	48	4	0	0	29	18	0
V73	27	17	44	2	0	95	13	17	0	0	0	3	0
V74	16	4	32	0	0	46	0	2	41	0	0	1	0
V75	32	192	16	1	9	0	0	41	0	4	0	10	38
V76	7	35	37	0	27	2	14	1	15	0	21	0	0
V77	6	23	122	14	43	0	87	27	0	0	0	0	11
V78	96	56	102	2	2	10	8	16	7	0	0	10	0
V79	1	49	40	38	127	40	92	28	0	9	12	0	27
V80	35	97	4	0	3	1	5	17	16	0	2	0	0
V81	0	36	11	14	0	127	0	1	0	6	7	0	0
V82	33	25	39	43	32	11	34	8	0	21	0	0	12
V83	0	52	8	8	6	0	20	0	1	0	1	16	12
V84	0	7	131	143	110	14	116	33	10	30	118	16	0
V85	104	9	1	103	0	0	1	3	59	0	1	39	0
V86	115	52	59	10	64	39	74	21	15	0	0	15	14
V87	130	40	85	13	17	0	40	9	68	0	8	0	0
V88	112	9	4	0	5	8	13	11	10	0	0	0	0
V89	0	1	30	34	0	1	1	2	0	0	0	9	0
V90	53	16	10	0	57	183	46	0	45	0	7	5	0
V91	0	24	36	48	0	0	0	14	2	0	0	14	3
V92	0	5	45	0	0	0	0	20	0	0	0	0	0
V93	46	33	39	147	51	73	69	70	0	0	12	0	0
V94	0	80	0	10	0	0	0	18	0	10	8	0	0
V95	146	0	3	208	0	48	0	0	26	37	9	0	5
V96	61	121	125	121	17	24	15	11	0	62	0	35	0
V97	20	0	11	0	15	7	0	0	11	7	4	5	0
V98	284	170	14	186	0	26	22	53	134	36	18	0	4
V99	78	89	2	0	16	38	43	58	0	0	11	0	0
V100	0	83	128	0	32	18	15	99	0	0	0	0	0
