Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V68	378	201	15	178	39	39	44	50	7	39	0	0	61
V69	79	0	26	80	51	14	47	9	0	23	0	0	2
V70	5	23	0	26	29	0	14	3	0	37	0	9	2
V71	0	3	3	3	7	20	9	14	0	10	0	3	0
V72	248	0	0	0	11	21	0	3	19	0	3	19	0
V73	29	13	0	0	0	1	0	0	0	0	0	2	0
V74	39	8	19	16	125	87	0	10	15	0	0	7	0
V75	119	1	11	31	12	1	123	18	6	0	0	2	0
V76	0	1	111	54	0	7	55	0	0	111	0	7	0
V77	1	92	0	2	0	1	15	2	7	0	3	3	20
V78	0	23	27	3	1	35	8	5	41	3	0	0	18
V79	0	0	5	4	11	15	1	8	0	1	5	11	0
V80	32	9	0	0	7	3	12	2	0	1	0	0	3
V81	104	0	18	10	16	0	0	25	0	19	0	2	0
V82	0	0	42	23	15	4	33	12	0	25	5	0	0
V83	27	170	1	1	0	4	1	6	12	18	0	0	4
V84	57	12	28	92	8	0	74	8	16	52	3	10	15
V85	1	2	6	0	1	2	8	0	0	11	0	0	0
V86	0	0	529	43	18	31	46	20	73	55	19	10	28
V87	38	0	14	2	5	273	11	6	91	0	0	49	55
V88	43	26	49	0	33	0	0	12	2	0	0	0	7
V89	4	0	24	10	5	14	11	0	2	24	14	17	4
V90	1	0	2	5	0	44	14	0	20	0	0	13	5
V91	0	32	17	21	9	0	4	4	2	13	0	10	0
V92	61	3	178	0	24	11	0	8	0	0	102	36	6
V93	0	0	0	1	119	94	0	156	0	0	0	0	0
V94	11	227	71	15	11	13	6	7	0	22	28	5	7
V95	43	0	1	7	4	24	2	4	14	19	0	1	8
V96	106	27	14	17	29	14	22	28	34	0	0	0	8
V97	8	18	90	0	3	0	0	0	0	0	33	0	0
V98	3	87	14	15	1	11	15	0	23	14	9	9	20
V99	74	51	232	0	0	32	0	1	1	0	8	23	8
V100	1	114	8	15	29	50	0	21	40	0	0	43	19
