Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V69	7.95E-01	9.00E-01	5.98E+00	3.77E+00	3.56E+00	1.53E+00	6.26E+00	0.00E+00	5.21E-01	4.99E-01	1.97E+00	1.31E+00	0.00E+00
V70	3.56E+00	1.84E+00	4.96E+00	2.21E+00	1.39E+00	0.00E+00	5.71E+00	1.90E+00	1.51E+00	6.71E-01	4.82E-01	1.40E+00	5.23E+00
V71	5.59E+00	2.77E-01	3.24E+00	1.58E+00	1.86E+00	2.92E+00	0.00E+00	9.29E-01	3.00E-01	9.21E-01	5.17E-01	1.99E+00	8.96E+00
V72	7.49E-01	0.00E+00	2.22E+00	0.00E+00	0.00E+00	6.71E-01	8.41E-01	4.33E-01	5.33E-01	5.00E-01	5.47E-01	1.83E+00	5.33E-01
V73	9.55E-01	2.70E+00	4.99E-01	4.99E-01	4.16E-01	5.84E+00	0.00E+00	0.00E+00	0.00E+00	4.05E+00	6.89E+00	3.42E+00	7.02E-01
V74	1.91E+00	5.72E+00	2.85E+00	0.00E+00	0.00E+00	6.09E+00	3.24E+00	2.35E+00	8.59E-01	2.13E+00	8.32E+00	4.63E+00	1.73E+00
V75	7.79E+00	5.03E+00	2.38E+00	3.04E+00	2.36E+00	4.11E+00	2.26E+00	1.75E+00	5.62E-01	3.01E+00	8.88E+00	2.33E+00	6.70E+00
V76	1.62E+00	1.12E+00	0.00E+00	9.04E-01	1.53E+00	4.00E-01	0.00E+00	1.31E+00	9.17E-01	7.57E-01	1.36E+00	1.00E-01	1.67E+00
V77	0.00E+00	1.47E+00	1.26E+01	7.30E-01	1.07E+00	8.00E-01	1.45E+01	9.69E-01	9.20E-01	1.30E+00	7.95E-01	7.33E+00	0.00E+00
V78	1.23E+00	8.68E+00	3.76E+00	1.01E+00	1.10E+00	1.59E+00	0.00E+00	1.96E+00	3.26E+00	4.31E+00	1.10E+01	3.00E+00	2.96E+00
V79	4.71E-01	3.40E+00	4.00E-01	4.67E+00	5.50E+00	3.42E-01	1.02E+00	1.31E+00	3.45E+00	9.17E-01	3.00E-01	1.56E+00	4.07E-01
V80	1.91E+00	3.75E+00	2.08E+00	2.35E+00	2.48E+00	3.83E+00	6.16E-01	2.83E+00	1.17E+00	3.94E+00	1.20E+00	4.48E+00	4.82E+00
V81	1.46E+00	2.25E+00	9.60E-01	0.00E+00	3.14E-01	2.02E+00	1.23E+00	1.07E+00	8.36E-01	2.20E+00	2.81E+00	1.77E+00	1.58E+00
V82	4.15E+00	3.57E+00	3.42E-01	1.43E+01	1.14E+01	1.02E+00	5.22E-01	1.43E+01	1.52E+01	7.95E+00	6.98E+00	4.67E+00	6.48E+00
V83	2.10E+00	2.17E+00	1.27E+00	0.00E+00	0.00E+00	3.85E+00	0.00E+00	1.30E+00	0.00E+00	2.45E+00	4.17E+00	1.89E+00	2.97E+00
V84	2.67E+00	2.57E+00	1.23E+00	0.00E+00	0.00E+00	5.15E+00	1.24E+00	0.00E+00	0.00E+00	2.50E+00	5.84E+00	7.61E-01	1.28E+00
V85	1.42E+00	7.42E-01	8.03E-01	5.17E-01	8.31E-01	1.77E+00	1.24E+00	1.05E+00	1.13E+00	1.55E+00	1.26E+00	8.94E-01	5.86E-01
V86	1.78E+00	6.50E-01	1.38E+00	4.00E-01	3.27E-01	5.73E-01	1.23E+00	0.00E+00	1.00E-01	4.58E-01	5.47E-01	5.17E-01	1.12E+00
V87	2.79E+00	3.06E+00	6.86E-01	2.04E+00	2.24E+00	1.57E+01	6.70E-01	3.42E+00	4.18E+00	7.27E+00	3.80E+00	1.55E+01	3.33E+00
V88	1.09E+00	0.00E+00	5.54E-01	0.00E+00	0.00E+00	8.32E+00	0.00E+00	1.45E+00	1.10E+00	3.13E+00	8.56E+00	3.17E+00	7.77E-01
V89	1.57E+00	4.58E-01	0.00E+00	3.16E+00	3.44E+00	0.00E+00	0.00E+00	3.06E-01	3.06E-01	2.21E-01	4.73E-01	8.00E-01	9.33E-01
V90	1.02E+00	8.84E-01	1.15E+01	3.49E+00	3.01E+00	4.23E-01	1.20E+01	2.04E+00	5.12E+00	5.62E-01	1.33E+00	9.63E+00	7.00E-01
V91	0.00E+00	1.40E+00	0.00E+00	2.43E+00	2.23E+00	2.16E+00	0.00E+00	5.00E-01	1.13E+00	1.22E+00	2.07E+00	5.00E-01	6.99E-01
V92	1.63E+00	6.44E+00	9.23E+00	4.76E-01	1.75E+00	2.00E-01	7.70E+00	2.90E+00	0.00E+00	7.18E-01	8.14E+00	8.71E+00	3.63E+00
V93	1.41E+00	5.97E-01	6.54E-01	1.25E+00	1.27E+00	2.17E+01	1.04E+00	0.00E+00	0.00E+00	1.49E+01	2.40E+01	1.40E+00	4.16E-01
V94	5.87E+00	2.06E+00	1.24E+01	0.00E+00	0.00E+00	9.09E-01	1.18E+01	1.60E+00	1.68E+00	9.43E-01	2.13E-01	1.45E+01	5.13E+00
V95	2.31E+00	1.83E+00	4.90E-01	4.00E-01	0.00E+00	1.36E+00	0.00E+00	0.00E+00	3.71E-01	1.41E+00	3.06E+00	1.00E-01	2.54E+00
V96	1.61E+00	0.00E+00	1.33E-01	6.67E-01	1.31E+00	0.00E+00	8.92E-01	0.00E+00	0.00E+00	3.35E-01	2.00E-01	1.33E-01	1.00E-01
V97	8.84E-01	4.27E-01	7.30E-01	1.53E-01	5.59E-01	4.42E+00	0.00E+00	7.92E-01	6.63E-01	4.04E+00	4.06E+00	4.73E-01	5.97E-01
V98	2.61E+00	3.07E+00	1.78E+01	0.00E+00	0.00E+00	6.44E+00	2.04E+01	7.30E+00	8.43E+00	9.99E+00	4.55E+00	1.36E+01	8.64E+00
V99	5.58E+00	2.07E+00	3.20E+00	1.80E+00	1.09E+00	7.40E+00	3.41E+00	2.23E+00	1.99E+00	3.86E+00	5.81E+00	3.56E+00	6.59E+00
V100	4.60E+00	1.11E+00	4.00E-01	4.84E+00	5.54E+00	1.89E+00	7.64E-01	2.12E+01	2.27E+01	1.70E+01	4.29E+00	1.13E+01	1.82E+01
