Samples	ID83A	ID83B	ID83C	ID83D
V91	2.22E+00	5.49E+00	2.88E+00	4.81E+00
V92	1.36E+00	9.55E-01	1.40E+00	5.39E-01
V93	4.37E+00	4.51E+00	7.25E+00	6.12E+00
V94	3.30E+01	4.34E+01	4.42E+01	5.46E+01
V95	5.00E+00	6.56E+00	7.65E+00	6.45E+00
V96	2.51E+00	1.37E+00	1.62E+00	1.59E+00
V97	5.30E+00	7.60E+00	6.30E+00	7.43E+00
V98	5.34E+00	5.50E+00	5.27E+00	4.46E+00
V99	1.46E+00	4.75E+00	1.12E+00	5.31E+00
V100	3.35E+00	3.60E+00	1.46E+00	0.00E+00
