Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V54	0	17	0	1	8	4	1	27	102	10	0	0	0	0	0	0
V55	322	8	96	2	10	0	2	20	0	0	2	0	6	0	6	0
V56	25	27	0	45	151	33	44	6	0	8	20	14	0	39	0	0
V57	147	6	137	6	0	0	0	1	0	0	12	3	0	0	27	1
V58	33	13	40	12	142	72	0	4	0	0	5	9	73	0	4	4
V59	0	16	18	67	2	0	7	4	0	0	0	0	3	0	0	0
V60	15	66	32	3	9	17	0	0	6	0	0	1	0	0	31	0
V61	21	4	49	6	12	5	0	0	0	2	4	0	4	10	0	1
V62	0	216	57	4	12	10	0	0	0	0	0	23	7	0	0	0
V63	13	0	0	24	94	67	6	0	10	0	1	12	0	4	0	0
V64	57	54	7	0	12	5	34	41	0	47	2	0	15	4	0	18
V65	38	57	6	54	0	5	5	6	33	12	6	0	0	32	0	13
V66	82	18	27	11	7	0	1	1	0	0	3	5	3	0	10	33
V67	222	25	0	8	47	38	0	0	2	1	0	10	0	12	0	6
V68	60	6	32	11	0	2	6	8	0	0	2	4	0	3	0	2
V69	27	0	112	6	4	3	17	16	0	3	4	1	0	3	0	0
V70	328	2	7	138	37	11	11	13	0	5	70	1	0	0	0	16
V71	4	0	5	13	10	5	23	28	0	15	6	0	3	0	7	0
V72	33	10	1	50	0	0	0	0	0	0	35	0	0	0	0	2
V73	0	151	7	0	16	18	14	3	0	14	0	0	6	0	1	0
V74	34	41	57	44	2	0	0	1	16	0	22	1	4	8	0	1
V75	56	0	35	29	36	0	0	0	12	0	16	6	31	0	1	0
V76	7	68	3	0	17	40	2	3	47	0	0	8	21	12	0	0
V77	96	62	112	49	16	20	1	1	28	1	0	0	0	0	0	0
V78	45	36	0	101	20	49	29	11	0	50	47	0	38	45	3	0
V79	7	0	463	78	15	5	6	20	0	4	10	0	8	12	0	0
V80	168	82	3	10	4	9	79	158	42	16	1	0	3	0	0	28
V81	3	5	173	85	3	15	1	11	6	0	1	0	0	28	0	0
V82	181	52	40	0	5	4	0	0	32	0	0	10	0	1	30	0
V83	3	41	52	655	0	0	19	20	0	0	160	0	0	0	0	0
V84	10	162	120	18	55	0	8	11	11	1	10	30	10	26	1	4
V85	5	38	22	9	13	0	0	0	0	2	10	9	14	0	0	0
V86	11	86	91	1	4	0	0	0	0	0	0	2	0	0	0	19
V87	6	16	68	0	16	2	17	3	0	17	0	0	3	20	2	0
V88	222	6	4	2	0	1	15	2	82	13	2	0	0	23	7	0
V89	0	4	65	1	17	7	2	0	1	1	0	11	9	50	0	0
V90	2	0	33	5	42	15	95	27	0	0	0	14	7	0	0	0
V91	79	0	50	7	5	0	38	7	0	15	6	3	0	0	4	1
V92	119	1	1	8	0	0	5	5	0	0	0	0	3	0	0	1
V93	0	7	7	41	51	34	3	0	0	6	17	18	10	1	7	0
V94	17	255	9	300	2	0	1	1	0	0	16	7	0	0	0	39
V95	468	61	14	40	3	0	2	7	0	0	0	16	0	0	0	63
V96	34	5	10	1	11	16	3	5	0	3	1	12	14	3	0	1
V97	135	10	0	45	2	2	0	0	0	0	4	0	10	0	19	0
V98	12	12	5	38	39	14	96	14	0	54	9	32	69	0	0	0
V99	3	31	44	2	0	0	32	1	3	18	0	2	0	0	5	3
V100	14	252	0	0	12	6	2	2	0	0	0	23	0	4	0	7
