Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V36	0	0	116	9	150	14	1	0	5	0	0	23	22	0	0
V37	0	3	42	3	12	1	1	0	11	0	0	3	10	0	0
V38	118	12	96	223	76	17	37	63	27	9	13	13	4	0	0
V39	0	1	41	83	0	0	4	38	0	0	0	0	2	0	0
V40	116	0	91	0	43	80	27	44	97	35	0	6	12	2	0
V41	0	14	9	183	8	0	35	0	9	9	7	0	4	0	9
V42	3	0	28	25	7	9	4	0	1	0	0	2	0	0	0
V43	48	66	120	92	80	0	7	0	27	0	0	24	11	0	0
V44	0	16	108	0	0	2	33	0	15	0	7	3	14	0	0
V45	66	254	52	25	87	0	45	0	16	0	0	33	49	0	0
V46	0	64	19	142	7	20	7	25	0	0	3	0	13	0	0
V47	5	218	0	23	2	2	0	0	0	36	0	8	0	8	46
V48	8	54	21	11	160	12	2	0	27	0	11	0	0	0	0
V49	91	7	172	4	0	24	2	0	27	0	0	15	0	0	0
V50	49	11	41	172	32	0	20	0	0	0	0	0	8	26	6
V51	1	158	2	0	0	12	3	5	18	0	0	15	0	0	0
V52	0	18	52	0	0	15	0	0	0	0	0	1	0	0	29
V53	4	235	2	30	2	42	80	0	34	0	8	0	0	0	2
V54	2	0	2	17	0	13	4	0	26	0	0	0	8	0	0
V55	30	39	36	70	37	54	103	0	16	0	5	21	15	0	0
V56	0	9	31	156	3	8	1	3	0	0	0	0	1	8	0
V57	34	136	66	14	0	0	0	0	4	0	15	0	0	0	0
V58	0	1	22	131	205	35	18	0	71	0	27	12	10	0	0
V59	168	25	40	105	45	0	0	85	0	88	9	0	4	5	0
V60	2	7	129	3	49	27	5	65	10	0	7	8	15	0	0
V61	329	0	37	0	0	0	3	0	0	21	3	0	6	3	0
V62	0	5	53	38	13	0	25	7	57	0	3	16	3	0	0
V63	173	10	18	9	113	4	0	198	0	10	0	0	0	49	21
V64	236	0	266	6	91	0	2	7	0	58	49	9	11	0	0
V65	124	0	25	45	0	1	11	0	0	1	0	0	0	26	0
V66	0	181	68	0	2	15	9	0	0	0	0	13	4	0	33
V67	9	5	19	60	2	0	0	0	0	0	24	0	10	0	0
V68	76	117	0	186	69	0	21	119	0	0	15	6	0	41	12
V69	26	0	34	107	3	0	6	0	0	0	3	7	6	9	0
V70	50	75	50	110	2	7	11	0	0	0	31	3	15	4	0
V71	24	0	63	4	86	78	61	10	59	0	1	0	0	0	0
V72	67	72	16	2	0	0	0	0	2	0	1	0	0	0	0
V73	35	22	0	0	4	10	0	0	16	0	2	20	0	0	0
V74	73	15	59	17	0	72	121	58	60	0	31	21	20	0	17
V75	33	1	25	0	0	2	0	0	0	0	13	4	0	0	0
V76	4	40	265	239	0	90	26	53	0	0	59	4	3	44	9
V77	0	135	2	0	0	10	0	0	0	0	0	10	5	0	64
V78	13	49	0	4	28	19	19	125	0	16	0	6	0	0	0
V79	73	14	61	0	0	30	15	0	29	0	8	11	10	0	0
V80	225	70	29	11	30	15	17	0	15	34	3	0	25	21	0
V81	124	45	39	0	0	12	1	0	8	1	14	0	3	0	0
V82	3	1	28	38	0	8	11	0	0	0	26	0	0	22	0
V83	37	59	0	11	10	25	59	29	0	0	2	0	11	0	0
V84	0	0	363	29	6	7	2	0	0	0	22	0	0	0	0
V85	0	29	114	100	123	28	25	0	10	0	8	10	1	0	0
V86	42	48	22	11	25	63	70	0	0	0	0	0	6	0	0
V87	103	91	0	37	105	3	0	193	22	0	0	19	2	5	4
V88	88	0	2	2	0	18	4	38	0	6	0	4	0	0	2
V89	4	66	4	48	0	16	26	87	0	99	0	0	0	0	0
V90	139	195	12	17	117	25	3	50	4	63	0	0	0	0	28
V91	0	4	78	47	60	0	25	14	1	10	0	0	0	6	0
V92	25	227	0	10	0	0	0	0	0	2	0	18	0	9	2
V93	48	98	2	0	0	0	8	0	43	0	3	8	0	0	5
V94	178	0	86	30	0	35	14	56	0	87	5	0	4	34	0
V95	6	28	96	65	17	24	8	0	4	2	9	0	17	0	1
V96	84	0	28	3	92	9	17	54	11	0	8	4	12	0	4
V97	160	198	95	26	0	0	0	0	10	12	11	0	3	0	7
V98	187	57	0	14	0	42	0	0	20	0	0	0	17	2	0
V99	0	149	7	4	0	31	27	11	1	0	0	0	22	0	0
V100	257	8	24	1	0	103	38	0	0	0	17	24	29	0	0
