Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V78	0	33	29	34	1	5	2	3	33	7	0	0	0	17	0
V79	0	0	8	14	8	10	3	0	3	4	0	0	11	0	0
V80	29	5	0	3	7	3	0	10	0	2	0	0	0	3	7
V81	112	0	19	0	10	29	10	0	0	10	1	0	3	0	0
V82	0	0	39	5	12	17	16	0	0	51	16	3	0	0	0
V83	34	173	2	5	0	7	2	0	8	10	0	0	0	3	0
V84	68	1	32	2	6	9	72	74	4	45	0	8	6	13	35
V85	5	1	7	2	2	0	1	6	0	6	0	0	0	0	1
V86	17	6	534	28	14	22	35	34	57	40	41	0	7	24	13
V87	36	5	15	239	2	6	2	10	132	8	0	0	28	61	0
V88	42	24	45	3	30	17	0	0	0	0	5	0	0	6	0
V89	6	0	24	11	3	0	9	10	10	15	10	13	13	5	0
V90	1	3	2	39	0	0	3	16	22	2	0	0	9	7	0
V91	5	31	18	0	8	5	18	3	4	11	0	0	8	0	1
V92	59	0	161	9	22	9	0	1	15	0	106	0	36	5	6
V93	0	0	0	100	77	190	1	0	0	1	0	0	1	0	0
V94	19	222	48	12	15	8	14	5	0	15	52	0	8	5	0
V95	15	3	1	20	0	4	5	1	9	8	0	54	0	7	0
V96	88	33	14	17	20	32	13	29	21	0	0	23	0	9	0
V97	7	18	73	0	4	0	0	0	0	0	49	0	1	0	0
V98	0	80	20	10	2	0	11	14	16	9	0	14	5	16	24
V99	69	50	218	25	1	0	0	0	0	0	32	5	22	7	1
V100	1	119	9	47	24	24	12	6	42	3	0	0	33	20	0
