Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V30	168	31	62	0	0	55	104	84	0	3	31	21	25	0	0
V31	3	7	61	0	0	29	20	31	0	4	0	0	6	0	4
V32	19	40	27	0	10	23	0	19	8	0	5	0	1	0	1
V33	32	60	82	5	0	22	0	14	12	0	12	0	2	0	0
V34	57	14	0	35	52	12	1	47	3	0	9	0	0	14	22
V35	7	0	2	52	86	0	34	0	0	37	0	0	9	1	0
V36	20	81	20	57	0	4	0	0	24	1	19	13	0	11	0
V37	16	23	0	2	27	29	0	38	0	16	29	8	0	0	0
V38	110	0	0	14	0	0	0	0	0	13	0	0	0	15	23
V39	5	41	0	0	30	0	26	0	4	0	0	0	4	0	9
V40	7	132	77	10	0	0	49	0	43	10	0	0	25	0	0
V41	2	40	20	35	0	0	0	2	16	0	0	4	0	0	8
V42	1	156	0	0	83	1	0	0	2	18	0	0	0	0	33
V43	2	0	3	8	15	0	17	25	0	12	0	0	0	0	4
V44	0	4	16	0	1	35	5	12	0	14	1	0	3	0	1
V45	50	6	60	64	0	0	0	22	15	0	2	15	10	0	0
V46	69	14	28	35	22	0	0	0	8	0	0	16	0	0	11
V47	130	0	0	16	0	27	19	80	0	9	0	12	1	28	0
V48	0	44	16	167	17	0	0	0	86	2	0	7	0	19	6
V49	6	7	13	0	28	51	0	50	1	0	19	0	10	0	0
V50	9	25	15	7	55	52	25	12	1	2	0	6	0	0	0
V51	183	64	0	3	47	22	24	5	14	58	1	2	5	0	3
V52	4	41	88	5	8	1	1	2	28	9	0	0	9	0	0
V53	51	3	0	69	0	0	57	3	6	4	15	17	9	6	0
V54	40	14	0	19	0	0	0	1	5	2	0	8	0	2	0
V55	22	0	12	117	28	0	0	0	22	17	4	21	0	0	0
V56	9	125	40	0	55	0	3	0	27	0	0	0	12	0	0
V57	85	0	0	78	45	139	52	29	11	55	26	10	7	0	0
V58	37	87	2	0	3	1	17	1	16	18	0	0	5	0	8
V59	71	22	11	9	12	9	12	0	2	5	3	6	8	0	1
V60	0	4	206	100	0	74	0	0	46	0	8	9	0	27	0
V61	59	31	15	0	0	76	0	31	4	0	1	9	3	2	13
V62	164	0	5	1	5	0	0	0	0	1	0	8	4	0	1
V63	26	125	18	48	32	16	56	34	0	0	55	0	3	0	4
V64	21	39	11	25	1	6	0	0	31	0	1	18	0	0	10
V65	23	0	1	0	0	0	0	2	1	0	0	0	7	0	0
V66	152	74	168	0	96	0	130	0	2	112	0	47	0	0	0
V67	28	0	4	8	0	0	69	0	2	45	0	6	0	2	0
V68	0	86	6	1	17	95	3	27	6	12	8	0	0	33	0
V69	72	6	0	3	0	0	0	0	4	0	0	26	11	0	0
V70	257	21	0	1	126	3	16	12	2	39	0	16	0	0	0
V71	18	82	73	13	0	11	0	0	11	0	3	16	0	0	9
V72	13	57	4	2	160	0	133	0	11	14	5	0	0	0	0
V73	6	79	155	10	99	0	83	0	9	0	4	0	17	0	36
V74	93	5	140	15	28	0	15	0	0	6	1	0	34	0	26
V75	3	2	0	11	5	0	8	0	0	4	0	0	0	0	0
V76	73	0	1	78	0	0	0	11	11	0	5	16	0	0	0
V77	29	54	63	52	14	0	0	25	62	0	0	25	0	18	4
V78	6	107	305	1	0	0	0	0	32	7	0	0	14	11	8
V79	140	0	0	3	0	0	8	0	0	7	0	13	3	0	0
V80	9	0	2	93	0	200	34	9	16	21	21	22	0	51	2
V81	28	0	6	125	8	0	0	0	25	10	21	53	0	0	0
V82	13	53	6	0	32	219	37	156	0	35	41	0	4	17	21
V83	14	166	133	0	66	263	0	143	34	0	35	0	13	0	0
V84	18	0	2	11	6	14	0	0	6	0	20	4	0	0	0
V85	19	181	66	0	5	5	0	3	15	6	0	0	15	0	6
V86	2	4	1	26	34	44	0	50	0	33	9	0	0	0	4
V87	0	40	40	136	0	0	0	0	96	0	0	17	0	6	0
V88	53	238	36	1	0	44	0	39	29	2	0	0	28	0	0
V89	16	28	153	21	36	61	43	17	1	56	8	0	0	0	9
V90	4	1	52	33	93	69	2	43	0	0	81	0	5	0	0
V91	0	70	0	42	0	0	0	0	25	4	9	0	0	1	0
V92	102	10	134	0	58	0	90	0	0	43	0	20	17	0	0
V93	0	0	123	137	0	0	0	0	50	0	17	2	0	25	0
V94	97	0	130	8	0	8	0	10	8	0	27	24	14	0	0
V95	103	26	0	4	16	0	12	34	11	0	12	0	19	0	2
V96	266	0	61	91	2	3	0	31	11	6	27	7	3	32	2
V97	0	57	40	45	130	0	20	12	14	55	28	0	4	16	0
V98	53	54	4	19	52	6	0	10	16	11	0	0	0	2	10
V99	67	4	1	11	1	0	0	7	0	0	0	0	0	0	1
V100	15	8	23	0	0	126	37	51	0	0	32	0	7	6	6
